_panel_year,_school_identity_key,edss_school_name,edss_school_kind,edss_province,edss_branch,name_context_status,target_department_count,context_candidate_count,overlap_candidate_count,top_candidate_open_id,candidate_signature_year,candidate_open_id,candidate_method,confidence_tier,resolution_status,score,score_margin,department_intersection_count,department_union_count,department_jaccard,target_department_coverage,candidate_department_coverage,academyinfo_department_jaccard,academyinfo_day_night_jaccard,cross_panel_department_jaccard,cross_year_group_key,cross_year_consistent,year_conflict_excluded,reverse_collision_excluded,evidence_sources,canonical_open_id_imputed
2023,employment-school-30eeeca52c9930292536,서원대학교교육대학원,특수대학원,충북,본교,candidate_unique_name_context,1,31,3,5656966626,2023,,cross_year_consistent_top_candidate_anchor,unresolved,excluded_reverse_candidate_collision,0.900000,0.000000,1,1,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,서원대학교교육대학원|특수대학원|충북|본교,true,false,true,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-e0fa8de4022acd59ea56,서원대학교산업대학원,특수대학원,충북,본교,candidate_unique_name_context,9,31,9,8486876845,2023,8486876845,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.850000,0.595856,9,9,1.000000,1.000000,1.000000,0.250000,0.250000,1.000000,서원대학교산업대학원|특수대학원|충북|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-225a2ae5da62e2aec14e,선문대학교 글로컬통합대학원,특수대학원,충남,본교,candidate_unique_name_context,5,32,1,2490063130,2023,2490063130,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.853571,0.853571,5,5,1.000000,1.000000,1.000000,0.357143,0.000000,1.000000,선문대학교글로컬통합대학원|특수대학원|충남|본교,not_tested_single_year,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-3cd886c2c713509830a1,선문대학교 신학대학원,특수대학원,충남,본교,candidate_unique_name_context,2,32,1,3631795823,2023,3631795823,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.933333,0.933333,2,2,1.000000,1.000000,1.000000,0.666667,0.666667,1.000000,선문대학교신학대학원|특수대학원|충남|본교,not_tested_single_year,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-0302f0f60a6422d7e284,선문대학교교육대학원,특수대학원,충남,본교,candidate_unique_name_context,2,32,4,7942469418,2023,7942469418,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.880000,0.653950,2,2,1.000000,1.000000,1.000000,0.400000,0.400000,1.000000,선문대학교교육대학원|특수대학원|충남|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-9c689ee77aa1eea3c380,성결대학교 프라임대학원,특수대학원,경기,본교,unmatched_name_context,3,0,0,,,,,unresolved,unresolved_name_context,,,,,,,,,,,성결대학교프라임대학원|특수대학원|경기|본교,inconclusive,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-b41cc487156dd4ebfead,성결대학교교육대학원,특수대학원,경기,본교,candidate_unique_name_context,4,126,12,5497220695,2023,5497220695,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.933333,0.580833,4,4,1.000000,1.000000,1.000000,0.666667,0.666667,1.000000,성결대학교교육대학원|특수대학원|경기|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-2e76390688df5cd55f64,성결대학교사회복지대학원,특수대학원,경기,본교,candidate_unique_name_context,1,126,12,8708949804,2023,,cross_year_consistent_top_candidate_anchor,unresolved,excluded_reverse_candidate_collision,0.900000,0.000000,1,1,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,성결대학교사회복지대학원|특수대학원|경기|본교,true,false,true,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-2f5c13d066814cc610e0,성결대학교성결신학대학원,특수대학원,경기,본교,candidate_unique_name_context,1,126,1,3821064829,2023,3821064829,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.900000,0.900000,1,1,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,성결대학교성결신학대학원|특수대학원|경기|본교,not_tested_single_year,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-f2a66f131a18f51ca06e,성결대학교신학대학원,특수대학원,경기,본교,candidate_unique_name_context,2,126,2,1738523721,2023,1738523721,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.925000,0.412500,2,2,1.000000,1.000000,1.000000,0.666667,0.500000,1.000000,성결대학교신학대학원|특수대학원|경기|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-48ad5ca4aa69f067f4b1,성공회대학교 사회적경제대학원,특수대학원,서울,본교,candidate_unique_name_context,3,271,1,6592530250,2023,6592530250,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.900000,0.900000,3,3,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,성공회대학교사회적경제대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-713021400afe2d49f214,성공회대학교 시민평화대학원,특수대학원,서울,본교,candidate_unique_name_context,3,271,2,6317511558,2023,6317511558,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.885714,0.638961,3,3,1.000000,1.000000,1.000000,0.428571,0.428571,1.000000,성공회대학교시민평화대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-42c84d50053cd0c0ac77,성공회대학교 신학대학원,특수대학원,서울,본교,candidate_unique_name_context,2,271,1,8574144661,2023,8574144661,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.840000,0.840000,2,2,1.000000,1.000000,1.000000,0.200000,0.200000,1.000000,성공회대학교신학대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-d2daca285dc4f5d17233,성공회대학교NGO대학원,특수대학원,서울,본교,candidate_unique_name_context,5,271,2,9117509245,2023,9117509245,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.942857,0.712063,5,5,1.000000,1.000000,1.000000,0.714286,0.714286,1.000000,성공회대학교ngo대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-e4b77969ad84692c7437,성공회대학교교육대학원,특수대학원,서울,본교,candidate_unique_name_context,2,271,1,2414559483,2023,2414559483,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.900000,0.900000,2,2,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,성공회대학교교육대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-fb8fb01feb1ca2dd92b7,성공회대학교문화대학원,특수대학원,서울,본교,candidate_unique_name_context,2,271,1,4867883265,2023,4867883265,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.880000,0.880000,2,2,1.000000,1.000000,1.000000,0.400000,0.400000,1.000000,성공회대학교문화대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-868281bdaf71cf78a346,성공회대학교시민사회복지대학원,특수대학원,서울,본교,candidate_unique_name_context,1,271,22,7184069991,2023,,cross_year_consistent_top_candidate_anchor,unresolved,excluded_reverse_candidate_collision,0.900000,0.000000,1,1,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,성공회대학교시민사회복지대학원|특수대학원|서울|본교,true,false,true,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-708fe7dd0c60c0ba10ed,성균관대학교 경영대학원,특수대학원,서울,본교,candidate_unique_name_context,2,271,1,1599186718,2023,1599186718,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.822222,0.822222,2,2,1.000000,1.000000,1.000000,0.111111,0.111111,1.000000,성균관대학교경영대학원|특수대학원|서울|본교,inconclusive,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-525e76c56dcce07a98bc,성균관대학교 경영대학원(iMBA),특수대학원,서울,본교,candidate_unique_name_context,1,271,3,4631323695,2023,4631323695,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.850000,0.316667,1,1,1.000000,1.000000,1.000000,0.333333,0.000000,1.000000,성균관대학교경영대학원imba|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-81772b915a108e5ef6ba,성균관대학교 교육대학원,특수대학원,서울,본교,candidate_unique_name_context,8,271,12,1819762468,2023,1819762468,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.866000,0.457582,8,8,1.000000,1.000000,1.000000,0.333333,0.320000,1.000000,성균관대학교교육대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-b0a30bda9ad8a40d42ca,성균관대학교 국가전략대학원,특수대학원,서울,본교,candidate_unique_name_context,3,271,1,5189378738,2023,5189378738,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.920000,0.920000,3,3,1.000000,1.000000,1.000000,0.600000,0.600000,1.000000,성균관대학교국가전략대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-98e0865dad0ddb993cb6,성균관대학교 글로벌보험연금대학원,특수대학원,서울,본교,candidate_unique_name_context,1,271,1,2793816328,2023,2793816328,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.847500,0.847500,1,1,1.000000,1.000000,1.000000,0.250000,0.200000,1.000000,성균관대학교글로벌보험연금대학원|특수대학원|서울|본교,not_tested_single_year,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-db4c758a9361ed857c20,성균관대학교 글로벌창업대학원,특수대학원,경기,본교,candidate_unique_name_context,2,126,0,,,,,unresolved,unresolved_no_department_overlap,,,,,,,,,,,성균관대학교글로벌창업대학원|특수대학원|경기|본교,inconclusive,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-1fd23103cada1efbdcdc,성균관대학교 디자인대학원,특수대학원,서울,본교,candidate_unique_name_context,3,271,4,1983657777,2023,1983657777,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.854545,0.602165,3,3,1.000000,1.000000,1.000000,0.272727,0.272727,1.000000,성균관대학교디자인대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-3266704aa6ba4212e434,성균관대학교 문화융합대학원,특수대학원,서울,본교,candidate_unique_name_context,2,271,5,3609836041,2023,,unique_exact_small_department_set_with_context,unresolved,excluded_cross_year_candidate_conflict,0.848611,0.370256,2,2,1.000000,1.000000,1.000000,0.250000,0.222222,1.000000,성균관대학교문화융합대학원|특수대학원|서울|본교,false,true,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-27c23c373bc3c9ad0d4b,성균관대학교 미디어문화융합대학원,특수대학원,서울,본교,candidate_unique_name_context,7,271,7,2949029326,2023,2949029326,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.940000,0.600000,7,7,1.000000,1.000000,1.000000,0.700000,0.700000,1.000000,성균관대학교미디어문화융합대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-6023a72c4b1b02b2a7af,성균관대학교 번역·테솔(TESOL)대학원,특수대학원,서울,본교,candidate_unique_name_context,2,271,1,6029936373,2023,6029936373,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.933333,0.933333,2,2,1.000000,1.000000,1.000000,0.666667,0.666667,1.000000,성균관대학교번역테솔tesol대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-54753075e0a00be93337,성균관대학교 사회복지대학원,특수대학원,서울,본교,candidate_unique_name_context,3,271,2,7452604174,2023,7452604174,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.920000,0.653333,3,3,1.000000,1.000000,1.000000,0.600000,0.600000,1.000000,성균관대학교사회복지대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-8c8359dee2b1d101eb02,성균관대학교 생활과학대학원,특수대학원,서울,본교,candidate_unique_name_context,1,271,2,8321966588,2023,8321966588,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.866667,0.393333,1,1,1.000000,1.000000,1.000000,0.333333,0.333333,1.000000,성균관대학교생활과학대학원|특수대학원|서울|본교,not_tested_single_year,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-937f0cbe2d0d0b3c5cfe,성균관대학교 언론정보대학원,특수대학원,서울,본교,candidate_unique_name_context,1,271,1,1851368010,2023,1851368010,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.828571,0.828571,1,1,1.000000,1.000000,1.000000,0.142857,0.142857,1.000000,성균관대학교언론정보대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-dab6889920b2713effb8,성균관대학교 유학대학원,특수대학원,서울,본교,candidate_unique_name_context,3,271,2,8175767421,2023,8175767421,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.875000,0.516667,3,3,1.000000,1.000000,1.000000,0.375000,0.375000,1.000000,성균관대학교유학대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-f5ae76b053ec96134b7e,성균관대학교 임상간호대학원,특수대학원,경기,본교,candidate_unique_name_context,2,126,0,,,,,unresolved,unresolved_no_department_overlap,,,,,,,,,,,성균관대학교임상간호대학원|특수대학원|경기|본교,inconclusive,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-33ebb3fb28966e3d9b00,성균관대학교 임상약학대학원,특수대학원,경기,본교,candidate_unique_name_context,1,126,0,,,,,unresolved,unresolved_no_department_overlap,,,,,,,,,,,성균관대학교임상약학대학원|특수대학원|경기|본교,inconclusive,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-ef030aedadc5401548dc,성균관대학교 정보통신대학원,특수대학원,서울,본교,candidate_unique_name_context,4,271,3,1432527661,2023,1432527661,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.900000,0.606250,4,4,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,성균관대학교정보통신대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-99206bc41490a6d8e87c,성신여자대학교 AI세무·회계대학원,특수대학원,서울,본교,candidate_unique_name_context,1,271,1,8136183381,2023,8136183381,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,1.000000,1.000000,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,성신여자대학교ai세무회계대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-2a6ac58defd75c08fc9f,성신여자대학교 문화산업예술대학원,특수대학원,서울,본교,candidate_unique_name_context,1,271,0,,,,,unresolved,unresolved_no_department_overlap,,,,,,,,,,,성신여자대학교문화산업예술대학원|특수대학원|서울|본교,inconclusive,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-570066ae9eaa38e15a48,성신여자대학교 뷰티융합대학원,특수대학원,서울,본교,candidate_unique_name_context,1,271,0,,,,,unresolved,unresolved_no_department_overlap,,,,,,,,,,,성신여자대학교뷰티융합대학원|특수대학원|서울|본교,inconclusive,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-2e1a02b2b0a0bc0433aa,성신여자대학교 생애복지대학원,특수대학원,서울,본교,candidate_unique_name_context,3,271,2,7247027873,2023,7247027873,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.885714,0.523810,3,3,1.000000,1.000000,1.000000,0.428571,0.428571,1.000000,성신여자대학교생애복지대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-df08dc13622fbeea3093,성신여자대학교교육대학원,특수대학원,서울,본교,candidate_unique_name_context,1,271,7,6976506710,2023,,cross_year_consistent_top_candidate_anchor,unresolved,excluded_reverse_candidate_collision,0.900000,0.000000,1,1,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,성신여자대학교교육대학원|특수대학원|서울|본교,true,false,true,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-ff6c777799fc553eaa3b,세명대학교 경영행정복지대학원,특수대학원,충북,본교,candidate_unique_name_context,3,31,9,3474809348,2023,3474809348,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.900000,0.502857,3,3,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,세명대학교경영행정복지대학원|특수대학원|충북|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-f71005295b4c8e3b0857,세명대학교 저널리즘대학원,특수대학원,충북,본교,candidate_unique_name_context,1,31,2,6557331085,2023,6557331085,cross_year_consistent_top_candidate_anchor,strong,candidate_strong_cross_year_anchor,0.900000,0.000000,1,1,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,세명대학교저널리즘대학원|특수대학원|충북|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-462480c6fab50064c17a,세명대학교 저널리즘스쿨대학원,특수대학원,충북,본교,candidate_unique_name_context,1,31,2,6557331085,2023,,,unresolved,unresolved_ambiguous_exact_signature,0.900000,0.000000,1,1,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,세명대학교저널리즘스쿨대학원|특수대학원|충북|본교,not_tested_single_year,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-53ff1aad044895dac471,세종대학교 공공정책대학원,특수대학원,서울,본교,candidate_unique_name_context,5,271,28,5402223825,2023,5402223825,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.897727,0.482251,5,5,1.000000,1.000000,1.000000,0.500000,0.454545,1.000000,세종대학교공공정책대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-e83cd520ed7d641153fe,세종대학교 산업대학원,특수대학원,서울,본교,candidate_unique_name_context,7,271,3,9476231098,2023,9476231098,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.882353,0.691919,7,7,1.000000,1.000000,1.000000,0.411765,0.411765,1.000000,세종대학교산업대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-68d0542968b9496a6dfb,세종대학교 융합예술대학원,특수대학원,서울,본교,candidate_unique_name_context,7,271,8,2764036834,2023,2764036834,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.936818,0.620855,7,7,1.000000,1.000000,1.000000,0.700000,0.636364,1.000000,세종대학교융합예술대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-413b1e505800f69edfba,세종대학교공연예술대학원,특수대학원,서울,본교,candidate_unique_name_context,1,271,1,4124140501,2023,4124140501,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.816667,0.816667,1,1,1.000000,1.000000,1.000000,0.083333,0.083333,1.000000,세종대학교공연예술대학원|특수대학원|서울|본교,inconclusive,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-e1b4565b27ccbf4fb138,세종대학교관광대학원,특수대학원,서울,본교,candidate_unique_name_context,2,271,1,2161078393,2023,2161078393,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.866667,0.866667,2,2,1.000000,1.000000,1.000000,0.333333,0.333333,1.000000,세종대학교관광대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-f174a42d9595ba793f39,세종대학교교육대학원,특수대학원,서울,본교,candidate_unique_name_context,5,271,16,1145928263,2023,1145928263,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.858824,0.546601,5,5,1.000000,1.000000,1.000000,0.294118,0.294118,1.000000,세종대학교교육대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-9eaee6ea4280d2aa1e70,세종사이버대학교  경영대학원,특수대학원,서울,본교,candidate_unique_name_context,1,271,1,6417036533,2023,6417036533,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.900000,0.900000,1,1,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,세종사이버대학교경영대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-53294100bf3c4ccde49e,세종사이버대학교  정보보호대학원,특수대학원,서울,본교,candidate_unique_name_context,1,271,3,7679384410,2023,7679384410,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.900000,0.325000,1,1,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,세종사이버대학교정보보호대학원|특수대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-78638fc5bddfee106cd7,송원대학교 휴먼산업대학원,특수대학원,광주,본교,candidate_unique_name_context,9,30,9,1582966327,2023,1582966327,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.871053,0.607719,9,9,1.000000,1.000000,1.000000,0.473684,0.000000,1.000000,송원대학교휴먼산업대학원|특수대학원|광주|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-e1007a8472c500928713,수원대학교 고용서비스대학원,특수대학원,경기,본교,candidate_unique_name_context,1,126,1,8270368397,2023,8270368397,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.850000,0.850000,1,1,1.000000,1.000000,1.000000,0.250000,0.250000,1.000000,수원대학교고용서비스대학원|특수대학원|경기|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-77a5c7651da8f284a0e7,수원대학교 공공정책대학원,특수대학원,경기,본교,candidate_unique_name_context,1,126,2,2337959349,2023,2337959349,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,1.000000,0.375000,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,수원대학교공공정책대학원|특수대학원|경기|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-49697df5ea8dc2e72595,수원대학교 공학대학원,특수대학원,경기,본교,candidate_unique_name_context,5,126,2,6492869019,2023,6492869019,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.855556,0.691995,5,5,1.000000,1.000000,1.000000,0.277778,0.277778,1.000000,수원대학교공학대학원|특수대학원|경기|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-403ba9518b379da185e6,수원대학교 글로벌창업대학원,특수대학원,경기,본교,candidate_unique_name_context,1,126,1,2066917300,2023,2066917300,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.900000,0.900000,1,1,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,수원대학교글로벌창업대학원|특수대학원|경기|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-d4ae1f79b38a9a18df6b,수원대학교 미술대학원,특수대학원,경기,본교,candidate_unique_name_context,2,126,1,9177302658,2023,9177302658,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.900000,0.900000,2,2,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,수원대학교미술대학원|특수대학원|경기|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-f2699aad4d96993e909e,수원대학교 스포츠과학대학원,특수대학원,경기,본교,candidate_unique_name_context,1,126,2,2660258948,2023,2660258948,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.900000,0.472500,1,1,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,수원대학교스포츠과학대학원|특수대학원|경기|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
