_panel_year,_school_identity_key,학교명,본분교명,시도명,학교종류명,academyinfo_school_id,academyinfo_school_name,academyinfo_enrollment,edss_0101_enrollment,candidate_open_id,candidate_method,department_signature_candidate_open_id,department_signature_resolution_status,cross_validation_status,resolution_status
2023,employment-school-f713b52e010cc28e4dde,서울예술대학교,본교,경기,전문대학,0000489,서울예술대학교,4152,4152,5663107812,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-668e7c23a814c7709fb5,서울장신대학교,본교,경기,대학,0000127,서울장신대학교,379,379,4364512026,academyinfo_two_year_exact_enrollment_school_context,4364512026,candidate_signature_context_confirmed,department_signature_agreement,candidate_two_year_exact_enrollment_department_signature_confirmed
2023,employment-school-564dbf890223621df8be,서울한영대학교,본교,서울,대학,0000205,서울한영대학교,839,839,8578089654,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-5fef854d1b47b026f6b8,서원대학교,본교,충북,대학,0000128,서원대학교,8629,8629,5755970716,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-fbc71f2f1325696a6576,서정대학교,본교,경기,전문대학,0000566,서정대학교,9718,9718,3895868420,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-746edb8724c7d735db28,선린대학교,본교,경북,전문대학,0000550,선린대학교,2483,2483,4651407539,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-1b1e50e6e713109f5a08,선문대학교,본교,충남,대학,0000129,선문대학교,12066,12066,4959807395,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-b9def993e2c0be715d52,성결대학교,본교,경기,대학,0000131,성결대학교,7024,7024,5094032645,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-b6126807505387548b2e,성공회대학교,본교,서울,대학,0000132,성공회대학교,2862,2862,3388397693,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-919afff5d9f98d75788e,성운대학교,본교,경북,전문대학,0002647,성운대학교,1607,1607,4644152700,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-0eeed613e400a77e0114,세경대학교,본교,강원,전문대학,0000515,세경대학교,1067,1067,9188678979,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-fba85cca0aa11efaf317,세명대학교,본교,충북,대학,0000137,세명대학교,8775,8775,7039148092,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-9ee05b80513ff234e147,송곡대학교,본교,강원,전문대학,0000567,송곡대학교,950,950,8568694412,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-6fcd76d302c97a25e10e,송원대학교,본교,광주,대학,0000243,송원대학교,3403,3403,2053851187,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-82fd370b979d992a6239,송호대학교,본교,강원,전문대학,0000564,송호대학교,951,951,3215096950,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-57fc0c5f995368991a90,수성대학교,본교,대구,전문대학,0002649,수성대학교,4200,4200,7361554980,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-38a7a136de5de638828e,수원가톨릭대학교,본교,경기,대학,0000139,수원가톨릭대학교,169,169,3184465050,academyinfo_two_year_exact_enrollment_school_context,,unresolved_signature_too_small,not_available,candidate_two_year_exact_enrollment
2023,employment-school-7a4cb19d54ca01a4121c,수원과학대학교,본교,경기,전문대학,0000497,수원과학대학교,4915,4915,7960820555,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-a09828020667c34fb76b,수원대학교,본교,경기,대학,0000140,수원대학교,11860,11860,9326480150,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-b78fd6bf130f46f5e47e,숙명여자대학교,본교,서울,대학,0000141,숙명여자대학교,12231,12231,8424407124,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-086b2b1dea8e875f4906,순천제일대학교,본교,전남,전문대학,0000498,순천제일대학교,3173,3173,7951230585,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-a141205337c9f8052771,숭실대학교,본교,서울,대학,0000143,숭실대학교,19473,19473,4381855189,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-a5435841e847a6a1ec27,숭의여자대학교,본교,서울,전문대학,0000500,숭의여자대학교,3360,3360,7467970550,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-d2b2a27164f5fb73b012,신구대학교,본교,경기,전문대학,0000501,신구대학교,8097,8097,2150788903,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-9b8f8b2d77b938b1ec69,신라대학교,본교,부산,대학,0000144,신라대학교,8862,8862,6281530261,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-dc63d85f9fa4a1cb041c,신성대학교,본교,충남,전문대학,0000502,신성대학교,3546,3546,1429644823,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-584ef5462051d779f5a5,신안산대학교,본교,경기,전문대학,0000506,신안산대학교,3367,3367,1849240481,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-0e3a4de3e75729da3844,아신대학교,본교,경기,대학,0000145,아신대학교,453,453,1586481094,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-1d4b1733cfa3fe738018,아주대학교,본교,경기,대학,0000146,아주대학교,13395,13395,5931458532,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-f296a787b170bac09ab5,안동과학대학교,본교,경북,전문대학,0002650,안동과학대학교,2573,2573,3716863155,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-3802f43d756353c61dfc,안산대학교,본교,경기,전문대학,0000507,안산대학교,5450,5450,2435201764,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-743c9c900f19771da687,여주대학교,본교,경기,전문대학,0000510,여주대학교,5051,5051,2870859563,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-bad28c0a4c1e371e97b2,연성대학교,본교,경기,전문대학,0002651,연성대학교,8299,8299,8415538132,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-a7c3eb92f1bfa7136c58,연암공과대학교,본교,경남,전문대학,0002652,연암공과대학교,2255,2255,3230940222,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-b3d13301355445bac324,연암대학교,본교,충남,전문대학,0000512,연암대학교,1588,1588,9599737167,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-cb70ba8256e0edfc2d25,영남신학대학교,본교,경북,대학,0000153,영남신학대학교,484,484,8771178662,academyinfo_two_year_exact_enrollment_school_context,8771178662,candidate_signature_context_confirmed,department_signature_agreement,candidate_two_year_exact_enrollment_department_signature_confirmed
2023,employment-school-c41ef134a0d92f64a717,영남외국어대학,본교,경북,전문대학,0000418,영남외국어대학,445,445,4389398634,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-98e2ba9893711867e9ab,영남이공대학교,본교,대구,전문대학,0000513,영남이공대학교,8108,8108,9018763184,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-f68e00367ad08627751f,영산선학대학교,본교,전남,대학,0000155,영산선학대학교,46,46,3724725782,academyinfo_two_year_exact_enrollment_school_context,,unresolved_signature_too_small,not_available,candidate_two_year_exact_enrollment
2023,employment-school-cfe1afd7effff1e86daf,영진전문대학교,본교,대구,전문대학,0000517,영진전문대학교,10094,10094,4038041055,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-37310e562bed622c079c,예수대학교,본교,전북,대학,0000228,예수대학교,567,567,4929824054,academyinfo_two_year_exact_enrollment_school_context,,unresolved_signature_too_small,not_available,candidate_two_year_exact_enrollment
2023,employment-school-67b262f33fcb75a5881d,오산대학교,본교,경기,전문대학,0002653,오산대학교,6031,6031,5241208136,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-2d7d670fe8064dba48eb,용인대학교,본교,경기,대학,0000156,용인대학교,7536,7536,5842803478,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-ba9682abc8ac41926e45,용인예술과학대학교,본교,경기,전문대학,0000520,용인예술과학대학교,3809,3809,2655661106,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-d21e12fb167410a8a1ff,우송정보대학,본교,대전,전문대학,0000452,우송정보대학,4619,4619,8180929601,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-e0e74e0cb6776ec4fd95,울산과학기술원,본교,울산,대학,0000250,울산과학기술원,2342,2342,4205115854,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-0528490e012e971a8d38,울산대학교,본교,울산,대학,0000158,울산대학교,16498,16498,2515871345,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-231dd5e9eadd14bb4fee,웅지세무대학교,본교,경기,전문대학,0000568,웅지세무대학교,932,932,2132430791,academyinfo_two_year_exact_enrollment_school_context,,unresolved_signature_too_small,not_available,candidate_two_year_exact_enrollment
2023,employment-school-4974bb3c993c9d9c2082,원광대학교,본교,전북,대학,0000159,원광대학교,18063,18063,8692563652,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-631e28f95247e3a6f5d4,원광보건대학교,본교,전북,전문대학,0000523,원광보건대학교,5584,5584,3259533643,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-1bbc7403846c007807ec,위덕대학교,본교,경북,대학,0000160,위덕대학교,2951,2951,3436350226,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-96230590588631a520f4,유한대학교,본교,경기,전문대학,0000524,유한대학교,7237,7237,3878318190,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-001b97bdc807334ac4af,인덕대학교,본교,서울,전문대학,0000525,인덕대학교,8375,8375,3622565805,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-12a012b52f5cd1a92b0f,인하공업전문대학,본교,인천,전문대학,0002654,인하공업전문대학,10603,10603,7217154502,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-ec0f1b7680907dade0c7,인하대학교,본교,인천,대학,0000169,인하대학교,24981,24981,4503744423,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-9f88ad695ca6ed276fb6,장로회신학대학교,본교,서울,대학,0000170,장로회신학대학교,791,791,3061540484,academyinfo_two_year_exact_enrollment_school_context,3061540484,candidate_signature_context_confirmed,department_signature_agreement,candidate_two_year_exact_enrollment_department_signature_confirmed
2023,employment-school-d2148f650094979bb2c4,장안대학교,본교,경기,전문대학,0000527,장안대학교,3654,3654,3138893783,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-ad8de35fa372036a0a0f,전남과학대학교,본교,전남,전문대학,0000529,전남과학대학교,3612,3612,2751910030,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-55c40f5833d97f36d9cd,전남도립대학교,본교,전남,전문대학,0000562,전남도립대학교,1255,1255,7043987333,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-97d40248402c96e11a57,전북과학대학교,본교,전북,전문대학,0000531,전북과학대학교,1726,1726,3463636338,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-ce1943ac1cc76643a0f2,전주교육대학교,본교,전북,교육대학,0000258,전주교육대학교,1152,1152,1867613613,academyinfo_two_year_exact_enrollment_school_context,1867613613,candidate_signature_context_confirmed,department_signature_agreement,candidate_two_year_exact_enrollment_department_signature_confirmed
2023,employment-school-5f4fd8f95f417eef2e18,전주기전대학,본교,전북,전문대학,0000437,전주기전대학,1819,1819,2520514249,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-04b618ebe89706ca7ce2,전주대학교,본교,전북,대학,0000171,전주대학교,14540,14540,5981081545,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-579a93c9aca1802773b2,전주비전대학교,본교,전북,전문대학,0000530,전주비전대학교,4195,4195,7344014406,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-d53ac9c12db1d370ba4c,제주관광대학교,본교,제주,전문대학,0000532,제주관광대학교,2089,2089,2854465365,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-a65498aa011cab8a7cd7,제주국제대학교,본교,제주,대학,0000248,제주국제대학교,533,533,1942845821,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-c487ce8843e1e1af9b55,제주대학교,본교,제주,대학,0000027,제주대학교,13307,13307,2790658831,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-441d5e55cf4484227f50,제주한라대학교,본교,제주,전문대학,0002655,제주한라대학교,8588,8588,3780793607,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-096e1bb8b18d35d4047c,조선간호대학교,본교,광주,전문대학,0002974,조선간호대학교,824,824,1187306702,academyinfo_two_year_exact_enrollment_school_context,,unresolved_signature_too_small,not_available,candidate_two_year_exact_enrollment
2023,employment-school-2d58d0101e563b2f06f7,조선이공대학교,본교,광주,전문대학,0000534,조선이공대학교,4725,4725,9725471615,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-030d11fe80e2977b0059,중앙승가대학교,본교,경기,대학,0000177,중앙승가대학교,78,78,4551189482,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-c5ec7c760f588948e14a,중원대학교,본교,충북,대학,0000239,중원대학교,4257,4257,8605822086,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-392a19a381e7b1f7d95b,진주교육대학교,본교,경남,교육대학,0000260,진주교육대학교,1287,1287,7351759016,academyinfo_two_year_exact_enrollment_school_context,7351759016,candidate_signature_context_confirmed,department_signature_agreement,candidate_two_year_exact_enrollment_department_signature_confirmed
2023,employment-school-371ccfdc67ac844f04d9,진주보건대학교,본교,경남,전문대학,0000539,진주보건대학교,2841,2841,2344360709,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-bd66598a404717941083,차의과학대학교,본교,경기,대학,0000187,차의과학대학교,2698,2698,9776334881,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-8df9a6426168f0a3a339,창신대학교,본교,경남,대학,0000249,창신대학교,2061,2061,8881708741,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-a80c2d99e83ac1022d71,창원대학교,본교,경남,대학,0000028,국립창원대학교,10423,10423,4379354298,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-e08332e7bd073b72d872,창원문성대학교,본교,경남,전문대학,0000542,창원문성대학교,1877,1877,4433675467,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-ec3fa7da4177487f1866,청강문화산업대학교,본교,경기,전문대학,0000544,청강문화산업대학교,5116,5116,5157359063,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-923e74701b92294e7a41,청암대학교,본교,전남,전문대학,0002656,청암대학교,2898,2898,7502644538,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-db19c18a817b39512246,총신대학교,본교,서울,대학,0000180,총신대학교,1733,1733,3974026381,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-16be1392c4b3ebdb69d6,추계예술대학교,본교,서울,대학,0000181,추계예술대학교,1394,1394,2033700287,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-ea11dc38d0008fc0ad6a,춘천교육대학교,본교,강원,교육대학,0000262,춘천교육대학교,1302,1302,8537263214,academyinfo_two_year_exact_enrollment_school_context,,unresolved_ambiguous_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-57dbf61dc78c2eb4b5a3,춘해보건대학교,본교,울산,전문대학,0000545,춘해보건대학교,2958,2958,7660992503,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-6f513402edade8cf05d4,충남도립대학교,본교,충남,전문대학,0002657,충남도립대학교,1507,1507,9276983737,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-981a1f3aecc6f6226112,충북대학교,본교,충북,대학,0000030,충북대학교,17473,17473,4091667532,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-f07ee4841cd5a1a6d493,충북보건과학대학교,본교,충북,전문대학,0000536,충북보건과학대학교,2917,2917,2954328298,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-d794e0756dd73d7b51d0,충청대학교,본교,충북,전문대학,0000547,충청대학교,4273,4273,5182121753,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-90caa361075442570c15,칼빈대학교,본교,경기,대학,0000184,칼빈대학교,731,731,5863583087,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-c5daf65d237b83c0df8a,평택대학교,본교,경기,대학,0000186,평택대학교,4214,4214,7422582209,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-96de4ed2712ddc759940,포항공과대학교,본교,경북,대학,0000188,포항공과대학교,1747,1747,4212074577,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-32992331d38af9f4c529,포항대학교,본교,경북,전문대학,0002658,포항대학교,1948,1948,9691908597,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-0b659d29537e743b9bdf,한국골프대학교,본교,강원,전문대학,0000578,한국골프과학기술대학교,625,625,7180546641,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-0a9e455e9c6c68715af1,한국공학대학교,본교,경기,대학,0000247,한국공학대학교,9957,9957,8616076707,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-9ff7cc98c4eeb4d05c67,한국과학기술원,본교,대전,대학,0000374,한국과학기술원,4912,4912,9837188839,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-b3f8dee2df262cfd2c5a,한국관광대학교,본교,경기,전문대학,0000565,한국관광대학교,1946,1946,9858445346,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-c35a3e6d568543feef54,한국교원대학교,본교,충북,대학,0000031,한국교원대학교,2558,2558,5302303493,academyinfo_two_year_exact_enrollment_school_context,5302303493,candidate_signature_context_confirmed,department_signature_agreement,candidate_two_year_exact_enrollment_department_signature_confirmed
2023,employment-school-c05fceb535a5b667f842,한국기술교육대학교,본교,충남,대학,0000189,한국기술교육대학교,5819,5819,7530472457,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-a61c68d4828d03ec9728,한국농수산대학교,본교,전북,전문대학,0003019,한국농수산대학교,2031,2031,8106570184,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-1b6c9ed0d16f4c42df50,한국복지대학교,본교,경기,전문대학,0002659,한국복지대학교,614,614,1560480296,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-830b393076e2e6324858,한국성서대학교,본교,서울,대학,0000191,한국성서대학교,1195,1195,6212758958,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-ce6837fe24abc73843bd,한국승강기대학교,본교,경남,전문대학,0000570,한국승강기대학교,1158,1158,9748064398,academyinfo_two_year_exact_enrollment_school_context,,unresolved_signature_too_small,not_available,candidate_two_year_exact_enrollment
2023,employment-school-978f728cf4e797d076e4,한국영상대학교,본교,세종,전문대학,0000522,한국영상대학교,4073,4073,8441023945,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-58506c06d43c2b6ee03c,한국전통문화대학교,본교,충남,대학,0003022,한국전통문화대학교,728,728,3459668815,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-e8a3f41d48af4a19d60b,한국체육대학교,본교,서울,대학,0000032,한국체육대학교,2992,2992,9037995696,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-43b077d03bf1fe178731,한국침례신학대학교,본교,대전,대학,0000182,한국침례신학대학교,1030,1030,9853607714,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-4f431d208d1f4e4f5288,한국항공대학교,본교,경기,대학,0000194,한국항공대학교,5899,5899,8684313714,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-8617f3130286f944ab8f,한국해양대학교,본교,부산,대학,0000033,국립한국해양대학교,7984,7984,3198850274,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-8d91c6c71c4d85e63e29,한동대학교,본교,경북,대학,0000196,한동대학교,5339,5339,7974777162,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-d0247f98bccf353cfd21,한라대학교,본교,강원,대학,0000197,한라대학교,4172,4172,6306250035,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-d785974f1d951b055f8c,한림대학교,본교,강원,대학,0000198,한림대학교,10314,10314,6450987398,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-b7d90e9604ba90777856,한림성심대학교,본교,강원,전문대학,0000553,한림성심대학교,3709,3709,2969926416,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-f0024d227b8ca3c03557,한밭대학교,본교,대전,대학,0000039,국립한밭대학교,11216,11216,9664951324,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-1ee5ab1c428b6b72fe2b,한세대학교,본교,경기,대학,0000201,한세대학교,3300,3300,5550205051,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-9da325842ea460b06c3c,한신대학교,본교,경기,대학,0000202,한신대학교,7530,7530,5703346312,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-a8a7fd3eadb705a41e53,한양대학교,본교,서울,대학,0000203,한양대학교,22334,22334,9258313953,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
