catalog_sheet,catalog_row,source_domain,major_area,code,dataset,university_scope,delivery_type,provider,source_url,available_years,analysis_unit,major_fields,provision_level,school_code_available,seventy_percent_rule,priority,panel_relevance,download_status,notes
"교육통계(12종, 106테이블)",71,교육통계,교직원,0301,교원자격증발급현황_교직원,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,학제명,시도명,시군명,특수학교교장수,특수학교교감수,특수1급정교사교원수,특수2급정교사교원수,특수준교사교원수,유치원원장수,유치원원감수,유치원1급정교사교원수,유치원2급정교사교원수,유치원준교사교원수,전문상담교사수,사서교사수,실기교사수,보건교사수,영양교사수,기타수석교사수_2014년이후,초등학교수석교사수_2014년이후,유치원수석교사수_2014년이후,중등학교수석교사수_2014년이후,특수학교수석교사수_2014년이후,초등준교사교원수,초등2급정교사교원수,중등학교교장수,중등학교교감수,중등1급정교사교원수,중등2급정교사교원수,중등준교사교원수,초등학교교장수,초등학교교감수,초등1급정교사교원수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",72,교육통계,교직원,0302,교원연수현황_교직원,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,학제명,시도명,시군명,연수종류명,연수원구분명,유치원연수인원수,중등연수인원수,초등연수인원수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",73,교육통계,교직원,0303,사무직원현황_교직원,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,학제명,시도명,통합직급명,통합직렬명,기관구분명,직종명,계약형태명,호봉명,발령일자,현직급임용일자,사무직원연령_2014년이후",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",74,교육통계,교직원,0304,일반직공무원현황_교직원,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,학제명,시도명,기관구분명,일반직직급명,일반직복수직렬명1,일반직복수직렬명2,일반직복수직렬명3,일반직직렬명,공무원구분명,일반직공무원_정원수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",75,교육통계,교직원,0305,특정직공무원현황_교직원,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,학제명,시도명,기관구분명,특정직직급명,공무원구분명,특정직공무원_정원수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",76,교육통계,교직원,0306,교원발령및부전공_교직원,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,대학·학과,"조사년도,학제명,성별명,자격증분야발령명,자격증분야부전공명,1차부전공교과목명,2차부전공교과목명,발령교과목명,교원발령및부전공_교원수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",77,교육통계,교직원,0307,교원현황_교직원,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,학제명,시도명,전임근무지근무년수,특수각종학교수업과정구분명,전임근무지직위명,현학교발령일자,기타학교교육경력년수,전체경력년수,기타경력년수,전문직교육경력년수,특수기타학교교육경력년수,고등학교교육경력년수,중학교교육경력년수,초등학교교육경력년수,유치원교육경력년수,창의적체험활동수업시간수,특별활동수업시간수,창의적재량수업시간수,교과재량수업시간수,전담교원여부,담임구분명(2018년이후),수업전담교원여부명(2018년이후),담임학년명,교육전문직경력년수_2014년이후,교사경력년수_2014년이후,교사여부,원어민교사유무,기간제근무종료일자,기간제근무시작일자,주간잡무처리시간수,담임학년코드,초빙유무,수업시간수,학령년수,전문상담교사자격유무,최상급자격증취득일자,휴직복직파견종료일자,휴직복직파견시작일자,기간제교사여부,기간제근로계약시간,교원_교원수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",78,교육통계,교직원,0308,과목담당_교직원,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,대학·학교,"조사년도,학제명,시도명,주담당과목여부,교과목시간배당수,나이스과목명,매핑여부,편제명,과목명,적용대상학교구분명,교육과정차수명,편제분류명5,편제분류명4,편제분류명3,편제분류명2,편제분류명1,과목구분명,성별명,분류코드설명,교과목명,과목분류명,교원수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",79,교육통계,교직원,0309,교원연수이수_교직원,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,학제명,시도명,성별명,연수명,연수종류명,통계연수일련번호,연수일자,최근1년연수시간_2014년이후,최근1년연수횟수_2014년이후",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",80,교육통계,교직원,0310,기능직공무원현황_교직원,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,집계 또는 기관,"조사년도,학제명,시도명,기관구분명,공무원구분명,기능직직급명,기능직직렬명,기능직공무원_정원수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",81,교육통계,교직원,0311,유치원사무직원현황_교직원,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2016,집계 또는 기관,"조사년도,학제명,시도명,사무직원정원수,남자사무직원수,여자사무직원수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",82,교육통계,교직원,0312,재량활동담당교원현황_교직원,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,집계 또는 기관,"조사년도,학제명,시도명,주재량활동과목여부,재량활동선택구분KEDI코드,재량활동수업시간수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",83,교육통계,교직원,0313,교육전문직및교원현황_교직원,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,학제명,시도명,기관구분명,최종학력명,호봉명,출신별명,최상급자격증명,교원변동구분명,교원직위명,특수학교교육경력년수,고등학교교육경력년수,중학교교육경력년수,초등학교교육경력년수,유치원교육경력년수,학령년수,전문상담교사자격유무,기타학교교육경력년수,전문직교육경력년수,기타경력년수,전체경력년수,현직급임용일자,현학교발령일자,전임근무지명,전임근무지직위명,전임근무지근무년수,기간제교사여부,교사경력년수_2014년이후,교육전문직경력년수_2014년이후,최상급자격증취득후경과년수,최상급자격증취득일자,성별코드,휴직종료일자,휴직시작일자,연령",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",84,교육통계,교육과정,0401,일반심화선택전문교과목개설현황_교육과정,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2012,집계 또는 기관,"조사년도,학제명,시도명,선택교과목명,일반심화전문교과선택명,2학년학급수,1학년학급수,3학년학급수,1학년남학생수,1학년여학생수,2학년남학생수,2학년여학생수,3학년남학생수,3학년여학생수,1학년교과목수,2학년교과목수,3학년교과목수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",85,교육통계,교육과정,0402,과목선택이수상황_교육과정,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,집계 또는 기관,"조사년도,학제명,시도명,이수활동구분명,학생이수단위수,학교이수단위수,시도이수단위수,교육부이수단위수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",86,교육통계,교육과정,0403,보통교과과정운영학급현황_교육과정,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,집계 또는 기관,"조사년도,학제명,시도명,보통교과과정구분명,학년구분명,여학생수,남학생수,학급수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",87,교육통계,재정,0501,각급학교납입금현황_재정,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,시도명,납입금적용지역명,학교운영지원비,수업료,입학금",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",88,교육통계,재정,0502,국립학교회계예결산_재정,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,시도명,계정명,계정구분명,예결산구분명,국립학교회계예결산_예산금액,국립학교회계예결산_결산금액",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",89,교육통계,재정,0503,학교법인세출예산결산_초중등_재정,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,시도명,예결산구분명,학교법인세출예산결산_초중등_이월금액,학교법인세출예산결산_초중등_인건비,전년도지출금액,사무비,재산조정비,전출금,투자금,상환금,수혜금,잡지출금액,예비비,이사회비",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",90,교육통계,재정,0504,학교법인세입예산결산_초중등_재정,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,시도명,예결산구분명,재산수입금액,사업수입금액,투자사업금액,전년도수입금액,학교법인세입예산결산_초중등_이월금액,차입금액,기부원조금,잡수입금액",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",91,교육통계,재정,0505,사립학교회계예결산_재정,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,시도명,계정명,계정구분명,세입세출구분명,예결산구분명,사립학교회계예결산_예산금액,사립학교회계예결산_결산금액",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",92,교육통계,재정,0506,공립학교교비현황_재정,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,집계 또는 기관,"조사년도,시도명,기타비용,시설사업비,경상비,공립학교교비_인건비",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",93,교육통계,재정,0507,교육비특별회계예결산_재정,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,"2009~2020, 2022~2025",집계 또는 기관,"조사년도,시도명,교비특회_예결산_예산금액,교비특회_예결산_결산금액",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",94,교육통계,재정,0508,교육비특별회계세출_성질별_재정,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,집계 또는 기관,"조사년도,시도명,학교인건비,학교경상비,학교사업비,학교채무상환금액,학교예비비및기타금액,학교물건비,학교이전지출금액,학교자산취득금액,학교회계전출금액,학교상환지출금액",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",95,교육통계,재정,0509,공유재산증감내역_재정,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,집계 또는 기관,"조사년도,시도명,시군명,재산구분대분류명,재산구분중분류명,재산구분소분류명,증감사유명,단위구분명,전년도말수량,전년도말금액,금년도수량,금년도금액",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",96,교육통계,재정,0510,공립학교회계예결산_재정,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,시도명,계정명,계정구분명,예결산구분명,공립학교회계예결산_예산금액,공립학교회계예결산_결산금액",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",97,교육통계,재정,0511,사립학교재정결함보조현황_재정,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,집계 또는 기관,"조사년도,시도명,교육지원청명,시군명,지원년도,보조대상학교수,시설비,교육환경개선비,사립학교재정결함보조_인건비,관리운영비",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",98,교육통계,기관,0601,자격연수실적_기관,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,시도명,중학교연수인원수,초등학교연수인원수,유치원연수인원수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",99,교육통계,기관,0602,법인및단체현황_기관,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,집계 또는 기관,"조사년도,시도명,법인명,법인목적사업내용,법인특수관계내용,설립일자,법인식별번호,사업실적금액,사업실적장학금,기본재산현금금액,기본재산부동산금액,기본재산주식금액,이사임원수,감사임원수,사업실적학술연구비,사업실적기타사업비",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",100,교육통계,기관,0603,도서관현황_기관,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,시도명,도서관항목구분명,고등학교도서관수,고등학교도서실수,중학교도서관수,초등학교도서관수,초등학교도서실수,기타학교도서관수,중학교도서실수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",101,교육통계,기관,0604,공공도서관현황_기관,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2020,집계 또는 기관,"조사년도,도서관명,설립일자,관장직위명,서양도서수,동양도서수,국내도서수,연간증가자료수,연속간행물자료수,시청각자료수,도서자료수,예산금액,이동도서관이용도서수,이동도서관이용자수,이동도서관차량수,연간도서대출이용자수,총류도서수,철학도서수,종교도서수,사회과학도서수,자연과학도서수,기술과학도서수,예술도서수,어학도서수,문학도서수,역사도서수,기타도서수,공공도서관연면적_2014년이후,연간순회문고이용도서수,연간도서관이용자수,연간도서열람이용자수,연간학생이용자수,연간일반이용자수,시청각실수,건물동수,열람석수,장서수,연건평수,대지면적",도서관 단위,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",102,교육통계,평생교육,0701,평생교육시설학교현황_평생교육,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,학제명,시도명,교육지원청명,평생교육11세이상15세이하남자수,평생교육6세이상10세이하여자수,평생교육6세이상10세이하남자수,평생교육5세이하여자수,평생교육5세이하남자수,여자기타수,남자기타수,여자정규입학탈락자수,남자정규입학탈락자수,여자전업주부수,남자전업주부수,평생교육11세이상15세이하여자수,평생교육16세이상20세이하남자수,평생교육16세이상20세이하여자수,평생교육21세이상25세이하남자수,평생교육21세이상25세이하여자수,평생교육26세이상35세이하남자수,평생교육26세이상35세이하여자수,평생교육35세이상45세이하남자수,평생교육35세이상45세이하여자수,평생교육46세이상남자수,평생교육46세이상여자수,남자성인및전업주부수,여자성인및전업주부수,여자성인수,남자성인수,여자출소자수,남자출소자수,여자근로청소년수,남자근로청소년수,여자중도탈락자수,남자중도탈락자수,여자사무직원수,남자사무직원수,여자교원수,남자교원수,학급수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",103,교육통계,평생교육,0702,사설학원개황_평생교육,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,시도명,사설학원분야명,사설학원종류명,남자수강자수,여자수강자수,남자이수자수,여자이수자수,남자강사수,여자강사수,남자직원수,여자직원수,월평균수강시간,월평균수강금액,정원수,사설학원개황_강의실수,열람좌석수,학원수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",104,교육통계,평생교육,0703,사설학원시설현황_평생교육,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,집계 또는 기관,"조사년도,시도명,사설학원시설_강의실수,실험실습실수,교구보유수,사무실수,열람석수,보유장서수,기타시설수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",105,교육통계,기타,0801,검정고시실시과목_기타,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,시도명,검정고시실시년도,검정고시구분명,검정고시과목명,검정고시실시과목_합격자수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",106,교육통계,기타,0802,검정고시실시현황_기타,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,시도명,검정고시구분명,검정고시실시년도,검정고시실시_합격자수,지원자수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",107,교육통계,기타,0803,임용고시현황_유초특_기타,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,시도명,임용시험년도,임용고시실시일자,가산점0점인원수,가산점3점인원수,가산점6점인원수,가산점취업의사상자비대상자수,가산점취업의사상자수,여자선발예정인원수,남자지원자수,여자지원자수,24세이하인원수,25세이상29세이하인원수,30세이상34세이하인원수,35세이상39세이하인원수,40세이상인원수,자격준교사교원수,자격1급정교사교원수,자격2급정교사교원수,자격특수1급정교사교원수,남자선발예정인원수,자격특수2급정교사교원수,국가유공자가산점적용수,기타가산점적용수_2014년이후,남자임용고시지원자수_2014년이후,여자임용고시지원자수_2014년이후,여자임용합격자수,남자임용합격자수,가산점미적용수,영어가산점적용수,컴퓨터가산점적용수,지역가산점적용수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",108,교육통계,기타,0804,임용고시현황_중등_기타,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,시도명,교과목명,임용시험년도,임용고시실시일자,가산점취업의사상자비대상자수,가산점취업의사상자수,선발예정인원수,국공립지원자수,사립기타지원자수,사범계열남자임용합격자수,사범계열여자임용합격자수,기타계열남자임용합격자수,기타계열여자임용합격자수,남자임용지원자수,여자임용지원자수,남자임용고시응시자수2014년이후,여자임용고시응시자수_2014년이후",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",109,교육통계,특수교육지원센터,0901,교원현황_특수교육지원센터,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2020~2025,집계 또는 기관,"조사년도,시도명,교사고용구분명,초등학교일반여자교사수,초등학교일반남자교사수,초등학교특수1급여자정교사수,초등학교특수1급남자정교사수,초등학교특수2급여자정교사수,초등학교특수2급남자정교사수,유치원일반여자교사수,유치원일반남자교사수,유치원특수1급여자정교사수,유치원특수1급남자정교사수,유치원특수2급여자정교사수,유치원특수2급남자정교사수,중고등학교일반여자교사수,중고등학교일반남자교사수,중고등학교특수1급여자정교사수,중고등학교특수1급남자정교사수,중고등학교특수2급여자정교사수,중고등학교특수2급남자정교사수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",110,교육통계,특수교육지원센터,0902,직원현황_특수교육지원센터,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2020~2025,집계 또는 기관,"조사년도,시도명,특수교육지원센터명,기타인력여자직원수,기타인력남자직원수,일반직여자직원수,일반직남자직원수,사회복무요원남자직원수,특수교육보조원여자직원수,특수교육보조원남자직원수,치료사여자직원,치료사남자직원수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",111,교육통계,특수교육지원센터,0902,직원현황_특수교육지원센터,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,,집계 또는 기관,,,,,3,out_of_scope_initial,catalogued_not_downloaded,
"학교정보공시(6종, 77테이블)",5,학교정보공시,공통,0101,년별학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2026,대학·학교,"공시년도,학교급명,시도교육청명,교육지원청명,읍면동명,시군구명,시도명,학교종류구분명,특수목적고등학교계열명,특수지등급명,행정구역명,계층구분명,주야구분명,계열구분명,고등학교구분명,고등학교일반실업구분명,도서벽지구분명,통합유형명,소재지구분명,남녀공학구분명,설립구분명,학교수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"학교정보공시(6종, 77테이블)",6,학교정보공시,공통,0102,년별조직,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2010~2026,대학·학교,"공시년도,학교급명,시도교육청명,교육지원청명,시도명,시군구명,읍면동명,행정구역명,소재지구분명,기관분류명,직속기관구분명,학교종류구분명,설립구분명,계층구분명,특수지등급명,도서벽지구분명,고등학교구분명,조직수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"학교정보공시(6종, 77테이블)",7,학교정보공시,학교현황,0201,공시공통사항_학교현황,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2026,집계 또는 기관,"공시년도,학교급명,시도교육청명,공시차수,성취도수정여부,성취도수정표시여부,특수교사수,수업교사총수,총교사수,공시년도야간전체학생수,공시년도전체학생수,전년도야간전체학생수,전년도전체학생수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"학교정보공시(6종, 77테이블)",8,학교정보공시,학교현황,0202,교복구매현황,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2010~2025,집계 또는 기관,"공시년도시도교육청명,교복구분명,교복구매구분명,학교급명,공시차수,교복평균가격,구매학교수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"학교정보공시(6종, 77테이블)",9,학교정보공시,학교현황,0203,교사현황,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2026,집계 또는 기관,"공시년도,시도교육청명,학교급명,공시차수,시청각공간수,수준별교실수,학생탈의실수,교사_학교사옥면적,학생샤워실수,학습지원기타교실수,멀티미디어교실수,컴퓨터교실수,교과교실수,남자화장실수,여자화장실수,공용화장실수,기타시설수,기숙사수,교사_학교수,일반교실수,교사_도서관수,기타교실수,특별교실수,교원시설수,관리공간수,체육공간수,보건실수,화장실수,급식공간수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"학교정보공시(6종, 77테이블)",10,학교정보공시,학교현황,0204,교육운영특색사업계획,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2026,집계 또는 기관,"공시년도,시도교육청명,학교급명,영어교육프로그램여부,수준별이동수업실시여부,자율학교여부,교과교실제도여부,공시차수,교육운영특색_학교수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"학교정보공시(6종, 77테이블)",11,학교정보공시,학교현황,0205,급식비집행실적,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2026,집계 또는 기관,"공시년도,시도교육청명,학교급명,공시차수,급식시설설비유지금액,급식인건비,운영비기타금액,학생1인당급식비평균,급식비지원학생수,급식비지원금액,집행잔액,급식식품비,시설설비금액,기타지원금액,보호자지원금액,학교자체지원금액,자치단체지원금액,교육청지원금액,급식비지원학교수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"학교정보공시(6종, 77테이블)",12,학교정보공시,학교현황,0206,급식실시현황,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2026,집계 또는 기관,"공시년도,시도교육청명,학교급명,배식방법명,업체명,공시차수,조리보조원수,조리사수,영양사수,급식실시_학교수,급식학생수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"학교정보공시(6종, 77테이블)",13,학교정보공시,학교현황,0207,급식사고발생및처리현황,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2010~2014,집계 또는 기관,"공시년도,시도교육청명,학교급명,공시차수,급식사고발생유무,급식사고발생일자,입력일련번호,급식사고귀책사유내용,급식사고처리현황내용,급식사고발생건수,급식사고학생수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"학교정보공시(6종, 77테이블)",14,학교정보공시,학교현황,0208,동아리활동현황,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,집계 또는 기관,"공시년도,시도교육청명,학교급명,공시차수,동아리_자원봉사자및외부강사수,동아리참여교사수,동아리활동_참여학생수,동아리수,동아리활동_학교수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"학교정보공시(6종, 77테이블)",15,학교정보공시,학교현황,0208,동아리활동현황,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2014~2026,집계 또는 기관,"공시년도,시도교육청명,공시차수,학교급명,창의적체험활동예산지원금액,창의적체험활동외부강사수,창의적체험활동지도교사수,동아리활동예산지원금액,자원봉사자및외부강사수_2014,지도교사수,학생자율동아리참여학생수,학생자율동아리수,창의적체험활동참여학생수,창의적체험활동동아리수,동아리활동_2014_학교수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
