source,major_area,domn_code,dataset,advertised_years,original_field,korean_meaning,data_type,unit,missing_value_definition,definition_status
교육통계,공통,16170,학교속성,2009~2025,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10362,일반심화선택전문교과목개설현황_교육과정,2009~2012,2학년여학생수,2학년여학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10362,일반심화선택전문교과목개설현황_교육과정,2009~2012,3학년남학생수,3학년남학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10362,일반심화선택전문교과목개설현황_교육과정,2009~2012,3학년여학생수,3학년여학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10362,일반심화선택전문교과목개설현황_교육과정,2009~2012,1학년교과목수,1학년교과목수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10362,일반심화선택전문교과목개설현황_교육과정,2009~2012,2학년교과목수,2학년교과목수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10362,일반심화선택전문교과목개설현황_교육과정,2009~2012,3학년교과목수,3학년교과목수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10368,과목선택이수상황_교육과정,2009~2013,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10368,과목선택이수상황_교육과정,2009~2013,학제명,학제명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10368,과목선택이수상황_교육과정,2009~2013,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10368,과목선택이수상황_교육과정,2009~2013,이수활동구분명,이수활동구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10368,과목선택이수상황_교육과정,2009~2013,학생이수단위수,학생이수단위수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10368,과목선택이수상황_교육과정,2009~2013,학교이수단위수,학교이수단위수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10368,과목선택이수상황_교육과정,2009~2013,시도이수단위수,시도이수단위수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10368,과목선택이수상황_교육과정,2009~2013,교육부이수단위수,교육부이수단위수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10370,보통교과과정운영학급현황_교육과정,2009~2013,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10370,보통교과과정운영학급현황_교육과정,2009~2013,학제명,학제명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10370,보통교과과정운영학급현황_교육과정,2009~2013,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10370,보통교과과정운영학급현황_교육과정,2009~2013,보통교과과정구분명,보통교과과정구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10370,보통교과과정운영학급현황_교육과정,2009~2013,학년구분명,학년구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10370,보통교과과정운영학급현황_교육과정,2009~2013,여학생수,여학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10370,보통교과과정운영학급현황_교육과정,2009~2013,남학생수,남학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,교육과정,10370,보통교과과정운영학급현황_교육과정,2009~2013,학급수,학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10374,각급학교납입금현황_재정,2009~2025,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10374,각급학교납입금현황_재정,2009~2025,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10374,각급학교납입금현황_재정,2009~2025,납입금적용지역명,납입금적용지역명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10374,각급학교납입금현황_재정,2009~2025,학교운영지원비,학교운영지원비,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10374,각급학교납입금현황_재정,2009~2025,수업료,수업료,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10374,각급학교납입금현황_재정,2009~2025,입학금,입학금,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10380,국립학교회계예결산_재정,2009~2025,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10380,국립학교회계예결산_재정,2009~2025,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10380,국립학교회계예결산_재정,2009~2025,계정명,계정명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10380,국립학교회계예결산_재정,2009~2025,계정구분명,계정구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10380,국립학교회계예결산_재정,2009~2025,예결산구분명,예결산구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10380,국립학교회계예결산_재정,2009~2025,국립학교회계예결산_예산금액,국립학교회계예결산_예산금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10380,국립학교회계예결산_재정,2009~2025,국립학교회계예결산_결산금액,국립학교회계예결산_결산금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,예결산구분명,예결산구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,학교법인세출예산결산_초중등_이월금액,학교법인세출예산결산_초중등_이월금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,학교법인세출예산결산_초중등_인건비,학교법인세출예산결산_초중등_인건비,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,전년도지출금액,전년도지출금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,사무비,사무비,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,재산조정비,재산조정비,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,전출금,전출금,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,투자금,투자금,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,상환금,상환금,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,수혜금,수혜금,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,잡지출금액,잡지출금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,예비비,예비비,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10383,학교법인세출예산결산_초중등_재정,2009~2025,이사회비,이사회비,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10396,학교법인세입예산결산_초중등_재정,2009~2025,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10396,학교법인세입예산결산_초중등_재정,2009~2025,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10396,학교법인세입예산결산_초중등_재정,2009~2025,예결산구분명,예결산구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10396,학교법인세입예산결산_초중등_재정,2009~2025,재산수입금액,재산수입금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10396,학교법인세입예산결산_초중등_재정,2009~2025,사업수입금액,사업수입금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10396,학교법인세입예산결산_초중등_재정,2009~2025,투자사업금액,투자사업금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10396,학교법인세입예산결산_초중등_재정,2009~2025,전년도수입금액,전년도수입금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10396,학교법인세입예산결산_초중등_재정,2009~2025,학교법인세입예산결산_초중등_이월금액,학교법인세입예산결산_초중등_이월금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10396,학교법인세입예산결산_초중등_재정,2009~2025,차입금액,차입금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10396,학교법인세입예산결산_초중등_재정,2009~2025,기부원조금,기부원조금,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10396,학교법인세입예산결산_초중등_재정,2009~2025,잡수입금액,잡수입금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10406,사립학교회계예결산_재정,2009~2025,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10406,사립학교회계예결산_재정,2009~2025,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10406,사립학교회계예결산_재정,2009~2025,계정명,계정명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10406,사립학교회계예결산_재정,2009~2025,계정구분명,계정구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10406,사립학교회계예결산_재정,2009~2025,세입세출구분명,세입세출구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10406,사립학교회계예결산_재정,2009~2025,예결산구분명,예결산구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10406,사립학교회계예결산_재정,2009~2025,사립학교회계예결산_예산금액,사립학교회계예결산_예산금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10406,사립학교회계예결산_재정,2009~2025,사립학교회계예결산_결산금액,사립학교회계예결산_결산금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10412,공립학교교비현황_재정,2009~2013,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10412,공립학교교비현황_재정,2009~2013,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10412,공립학교교비현황_재정,2009~2013,기타비용,기타비용,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10412,공립학교교비현황_재정,2009~2013,시설사업비,시설사업비,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10412,공립학교교비현황_재정,2009~2013,경상비,경상비,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10412,공립학교교비현황_재정,2009~2013,공립학교교비_인건비,공립학교교비_인건비,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10417,교육비특별회계예결산_재정,"2009~2020, 2022~2025",조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10417,교육비특별회계예결산_재정,"2009~2020, 2022~2025",시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10417,교육비특별회계예결산_재정,"2009~2020, 2022~2025",교비특회_예결산_예산금액,교비특회_예결산_예산금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10417,교육비특별회계예결산_재정,"2009~2020, 2022~2025",교비특회_예결산_결산금액,교비특회_예결산_결산금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10435,교육비특별회계세출_성질별_재정,2009~2013,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10435,교육비특별회계세출_성질별_재정,2009~2013,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10435,교육비특별회계세출_성질별_재정,2009~2013,학교인건비,학교인건비,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10435,교육비특별회계세출_성질별_재정,2009~2013,학교경상비,학교경상비,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10435,교육비특별회계세출_성질별_재정,2009~2013,학교사업비,학교사업비,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10435,교육비특별회계세출_성질별_재정,2009~2013,학교채무상환금액,학교채무상환금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10435,교육비특별회계세출_성질별_재정,2009~2013,학교예비비및기타금액,학교예비비및기타금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10435,교육비특별회계세출_성질별_재정,2009~2013,학교물건비,학교물건비,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10435,교육비특별회계세출_성질별_재정,2009~2013,학교이전지출금액,학교이전지출금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10435,교육비특별회계세출_성질별_재정,2009~2013,학교자산취득금액,학교자산취득금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10435,교육비특별회계세출_성질별_재정,2009~2013,학교회계전출금액,학교회계전출금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10435,교육비특별회계세출_성질별_재정,2009~2013,학교상환지출금액,학교상환지출금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10426,공유재산증감내역_재정,2009~2013,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10426,공유재산증감내역_재정,2009~2013,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10426,공유재산증감내역_재정,2009~2013,시군명,시군명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10426,공유재산증감내역_재정,2009~2013,재산구분대분류명,재산구분대분류명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10426,공유재산증감내역_재정,2009~2013,재산구분중분류명,재산구분중분류명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10426,공유재산증감내역_재정,2009~2013,재산구분소분류명,재산구분소분류명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10426,공유재산증감내역_재정,2009~2013,증감사유명,증감사유명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10426,공유재산증감내역_재정,2009~2013,단위구분명,단위구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10426,공유재산증감내역_재정,2009~2013,전년도말수량,전년도말수량,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10426,공유재산증감내역_재정,2009~2013,전년도말금액,전년도말금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10426,공유재산증감내역_재정,2009~2013,금년도수량,금년도수량,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10426,공유재산증감내역_재정,2009~2013,금년도금액,금년도금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10431,공립학교회계예결산_재정,2009~2025,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10431,공립학교회계예결산_재정,2009~2025,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10431,공립학교회계예결산_재정,2009~2025,계정명,계정명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10431,공립학교회계예결산_재정,2009~2025,계정구분명,계정구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10431,공립학교회계예결산_재정,2009~2025,예결산구분명,예결산구분명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10431,공립학교회계예결산_재정,2009~2025,공립학교회계예결산_예산금액,공립학교회계예결산_예산금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10431,공립학교회계예결산_재정,2009~2025,공립학교회계예결산_결산금액,공립학교회계예결산_결산금액,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10420,사립학교재정결함보조현황_재정,2009~2013,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10420,사립학교재정결함보조현황_재정,2009~2013,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10420,사립학교재정결함보조현황_재정,2009~2013,교육지원청명,교육지원청명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10420,사립학교재정결함보조현황_재정,2009~2013,시군명,시군명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,재정,10420,사립학교재정결함보조현황_재정,2009~2013,지원년도,지원년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
