source_group,dataset_id,dataset_name,provider,delivery_type,official_url,reference_years,unit,major_fields,priority,format_or_endpoint,modified,license,download_status,notes
공공데이터포털 검색결과 파일데이터,15068975,한국전문대학교육협의회_신입생 모집정보,한국전문대학교육협의회,파일데이터,https://www.data.go.kr/data/15068975/fileData.do,2021학년도,전문대학·학과·전형,"대학명, 학과명, 모집인원, 전형방법",3,CSV,2020-10-29,이용허락범위 제한 없음,직접 다운로드 가능,검색어 결과에는 유사 기관·교육부·한국장학재단 자료가 포함됨
공공데이터포털 검색결과 파일데이터,15139338,교육부_대학알리미_학교별 학부_학과(전공) 리스트,교육부,파일데이터,https://www.data.go.kr/data/15139338/fileData.do,연도별,대학·학과,"학교, 학부·학과(전공), 소재지, 대·중·소계열, 학과특성, 수업연한",1,XLSX,2025-05-22,이용허락범위 제한 없음,외부 제공처 첨부파일 다운로드 가능,검색어 결과에는 유사 기관·교육부·한국장학재단 자료가 포함됨
공공데이터포털 검색결과 파일데이터,15122460,교육부_대학원 계약학과 설치 운영 현황_학교별,교육부,파일데이터,https://www.data.go.kr/data/15122460/fileData.do,2025,대학원·계약학과,학교별 대학원 계약학과 설치·운영 현황,2,XLSX,2025-05-22,이용허락범위 제한 없음,직접 다운로드 가능,검색어 결과에는 유사 기관·교육부·한국장학재단 자료가 포함됨
공공데이터포털 검색결과 파일데이터,15073573,한국장학재단_학자금 대출 현황(대학정보공시),한국장학재단,파일데이터,https://www.data.go.kr/data/15073573/fileData.do,2024,대학,대학별 학자금 대출 이용 현황,2,CSV,2025-10-31,이용허락범위 제한 없음,직접 다운로드 가능,검색어 결과에는 유사 기관·교육부·한국장학재단 자료가 포함됨
공공데이터포털 검색결과 Open API,15158684,한국대학교육협의회 대학정보공시 학생 현황_GW,한국대학교육협의회,Open API,https://www.data.go.kr/data/15158684/openapi.do,요청 파라미터 및 실제 응답으로 확인,학교/학과/지역 비교통계(기능별 상이),"apyYr, fieldType1, fieldType2, fieldType3, fieldType4, fieldType5, fieldType6, fieldType7, fieldVal1, fieldVal2, fieldVal3, fieldVal4, fieldVal5, fieldVal6, fieldVal7, indctAvg, indctFirstSchlCnt, indctFirstSchlCntRmk, indctFirstSvyYr, indctFirstVal, indctId, indctImg, indctSecondSchlCnt, indctSecondSchlCntRmk, indctSecondSvyYr, indctSecondVal, indctThirdSchlCnt, indctThirdSchlCntRmk, indctThirdSvyYr, indctThirdVal, indctVal1, indctVal2, indctVal3, indctVal4, indctYr, schlDivCd, schlDivNm, schlEstbNm, schlId, schlKrnNm, svyYr, znNm, znNmRmk",1,XML; https://apis.data.go.kr/B340014/StudentService; /getComparisonFreshmanChanceBalanceSelectionRatio; /getRegionalFreshmanChanceBalanceSelectionRatio; /getComparisonFreshmanEnsureCrntSt; /getRegionalFreshmanEnsureCrntSt; /getNoticeFreshmanDrafteesRate; /getComparisonForeignDropOutCrntSt; /getRegionalForeignDropOutCrntSt; /getComparisonForeignStudentCrntSt; /getRegionalForeignStudentCrntSt; /getComparisonEntranceModelLastRegistrationRatio; /getRegionalEntranceModelLastRegistrationRatio; /getComparisonEnrolledStudentCrntSt; /getRegionalEnrolledStudentCrntSt; /getNoticeEnrolledStudentDrafteesRate; /getComparisonEnrolledStudentEnsureRate; /getRegionalEnrolledStudentEnsureRate; /getComparisonEnrolledStudent; /getRegionalEnrolledStudent; /getComparisonInsideFixedNumberFreshmanCompetitionRate; /getRegionalInsideFixedNumberFreshmanCompetitionRate; /getRegionalGraduateEnterFindJobCrntSt; /getNoticeGraduateEmploymentRate; /getComparisonDropOutStudentCrntSt; /getRegionalDropOutStudentCrntSt; /getNoticeStudentsWastageRate; /getComparisonStudentOnALeaveOfAbsence; /getRegionalStudentOnALeaveOfAbsence,2026-05-14,이용허락범위 제한 없음,공식 상세·Swagger 확인; 인증키 필요,"operations=27; daily_traffic=개발계정 : 1,000 / 운영계정 : 활용사례 등록시 신청하면 트래픽 증가 가능"
공공데이터포털 검색결과 Open API,15158963,한국대학교육협의회_대학알리미 대학 기본 정보_GW,한국대학교육협의회,Open API,https://www.data.go.kr/data/15158963/openapi.do,요청 파라미터 및 실제 응답으로 확인,학교/학과/지역 비교통계(기능별 상이),"cdid, cdnm, clgcpDivCd, clgcpDivNm, estbDivCd, estbDivNm, rmk, schlDivCd, schlDivNm, schlFullNm, schlId, schlKndCd, schlKndNm, schlKrnNm, svyYr, yearVal, znCd, znNm",1,XML; https://apis.data.go.kr/B340014/BasicInformationService_2; /getUniversityCode; /getCodeByRegion; /getNoticeUniversitySearchList; /getComparisonUniversitySearchList; /getKeyIndicatorCode; /getComparisonPubYear; /getCodeByFound; /getNoticeSvyYear; /getCodeByType; /getCodeByKind,2026-05-26,이용허락범위 제한 없음,공식 상세·Swagger 확인; 인증키 필요,"operations=10; daily_traffic=개발계정 : 1,000 / 운영계정 : 활용사례 등록시 신청하면 트래픽 증가 가능"
공공데이터포털 검색결과 Open API,15158678,한국대학교육협의회_대학알리미 교원·연구 현황_GW,한국대학교육협의회,Open API,https://www.data.go.kr/data/15158678/openapi.do,요청 파라미터 및 실제 응답으로 확인,학교/학과/지역 비교통계(기능별 상이),"fieldType1, fieldType2, fieldType3, fieldType4, fieldType5, fieldType6, fieldType7, fieldVal1, fieldVal2, fieldVal3, fieldVal4, fieldVal5, fieldVal6, fieldVal7, indctAvg, indctFirstSchlCnt, indctFirstSchlCntRmk, indctFirstSvyYr, indctFirstVal, indctId, indctImg, indctSecondSchlCnt, indctSecondSchlCntRmk, indctSecondSvyYr, indctSecondVal, indctThirdSchlCnt, indctThirdSchlCntRmk, indctThirdSvyYr, indctThirdVal, indctVal1, indctVal2, indctVal3, indctVal4, indctYr, schlDivCd, schlDivNm, schlEstbNm, schlId, schlKrnNm, svyYr, znNm, znNmRmk",2,XML; https://apis.data.go.kr/B340014/EducationResearchService; /getComparisonGypsyScholarFacultyLectureChargeRatio; /getRegionalGypsyScholarFacultyLectureChargeRatio; /getComparisonForeignFullTimeFacultyCrntSt; /getRegionalForeignFullTimeFacultyCrntSt; /getComparisonFullTimeFacultyForPersonBookTranslatedBook; /getRegionalFullTimeFacultyForPersonBookTranslatedBook; /getComparisonFullTimeFacultyForPersonStudentNumberEnrolledStudent; /getRegionalFullTimeFacultyForPersonStudentNumberEnrolledStudent; /getComparisonFullTimeFacultyForPersonStudentNumberFixedNumber; /getRegionalFullTimeFacultyForPersonStudentNumberFixedNumber; /getComparisonLectureChargeRatio; /getRegionalLectureChargeRatio; /getComparisonFullTimeFacultyInsideOfSchoolForPersonResearchGrant; /getRegionalFullTimeFacultyInsideOfSchoolForPersonResearchGrant; /getComparisonFullTimeFacultyOutsideOfSchoolForPersonResearchGrant; /getRegionalFullTimeFacultyOutsideOfSchoolForPersonResearchGrant; /getComparisonFullTimeFacultyResearchCrntSt; /getNoticeFullTimeFacultyResearchCrntSt; /getRegionalFullTimeFacultyResearchCrntSt; /getComparisonFullTimeFacultyEnsureCrntSt; /getRegionalFullTimeFacultyEnsureCrntSt; /getNoticeFullTimeFacultyEnsureRate,2026-05-15,이용허락범위 제한 없음,공식 상세·Swagger 확인; 인증키 필요,"operations=22; daily_traffic=개발계정 : 1,000 / 운영계정 : 활용사례 등록시 신청하면 트래픽 증가 가능"
공공데이터포털 검색결과 Open API,15158680,한국대학교육협의회_대학알리미 재정 현황_GW,한국대학교육협의회,Open API,https://www.data.go.kr/data/15158680/openapi.do,요청 파라미터 및 실제 응답으로 확인,학교/학과/지역 비교통계(기능별 상이),"fieldType1, fieldType2, fieldType3, fieldType4, fieldType5, fieldType6, fieldType7, fieldVal1, fieldVal2, fieldVal3, fieldVal4, fieldVal5, fieldVal6, fieldVal7, indctFirstSchlCnt, indctFirstSchlCntRmk, indctFirstSvyYr, indctFirstVal, indctId, indctSecondSchlCnt, indctSecondSchlCntRmk, indctSecondSvyYr, indctSecondVal, indctThirdSchlCnt, indctThirdSchlCntRmk, indctThirdSvyYr, indctThirdVal, indctVal1, indctYr, schlDivCd, schlDivNm, schlEstbNm, schlId, schlKrnNm, svyYr, znNm, znNmRmk",1,XML; https://apis.data.go.kr/B340014/FinancesService; /getComparisonTuitionCrntSt; /getComparisonScholarshipBenefitCrntSt; /getComparisonEducationalExpensesReductionCrntSt; /getRegionalEducationalExpensesReductionCrntSt; /getComparisonEducationExpensesLoanCrntSt; /getComparisonEducationExpensesLoanUseStudentRatioTuition; /getRegionalTuitionCrntSt; /getRegionalScholarshipBenefitCrntSt; /getRegionalEducationExpensesLoanCrntSt; /getRegionalEducationExpensesLoanUseStudentRatioTuition,2026-05-14,이용허락범위 제한 없음,공식 상세·Swagger 확인; 인증키 필요,"operations=10; daily_traffic=개발계정 : 1,000 / 운영계정 : 활용사례 등록시 신청하면 트래픽 증가 가능"
공공데이터포털 검색결과 Open API,15158666,한국대학교육협의회_대학별 학과정보_GW,한국대학교육협의회,Open API,https://www.data.go.kr/data/15158666/openapi.do,요청 파라미터 및 실제 응답으로 확인,학교/학과/지역 비교통계(기능별 상이),"clgNm, dghtDivNm, edcCrseLtrCtnt, eschlPscpNum, grdtNum, kediMjrId, korMjrNm, lsnTrmNm, lstUpdtDtm, mjrAreaCd, mjrAreaNm, mjrAreaSignguCd, mjrAreaSignguNm, mjrUpdtDtm, onsfSrsClftNm, pbnfDgriCrseDivNm, pwayEmplLtrCtnt, schlKndNm, schlMjrCharNm, schlMjrStatNm, schlNm, stdClftMjrId, svyYr",2,XML; https://apis.data.go.kr/B340014/SchoolMajorInfoService; /getSchoolMajorInfo,2026-05-04,이용허락범위 제한 없음,공식 상세·Swagger 확인; 인증키 필요,"operations=1; daily_traffic=개발계정 : 10,000 / 운영계정 : 활용사례 등록시 신청하면 트래픽 증가 가능"
공공데이터포털 검색결과 Open API,15158679,한국대학교육협의회_대학알리미 교육여건 현황_GW,한국대학교육협의회,Open API,https://www.data.go.kr/data/15158679/openapi.do,요청 파라미터 및 실제 응답으로 확인,학교/학과/지역 비교통계(기능별 상이),"fieldType1, fieldType2, fieldType3, fieldType4, fieldType5, fieldType6, fieldType7, fieldVal1, fieldVal2, fieldVal3, fieldVal4, fieldVal5, fieldVal6, fieldVal7, indctFirstSchlCnt, indctFirstSchlCntRmk, indctFirstSvyYr, indctFirstVal, indctId, indctSecondSchlCnt, indctSecondSchlCntRmk, indctSecondSvyYr, indctSecondVal, indctThirdSchlCnt, indctThirdSchlCntRmk, indctThirdSvyYr, indctThirdVal, indctVal1, indctYr, schlDivCd, schlDivNm, schlEstbNm, schlId, schlKrnNm, svyYr, znNm, znNmRmk",1,XML; https://apis.data.go.kr/B340014/EducationConditionService; /getComparisonLibraryBudgetCrntSt; /getComparisonDormitoryAcceptanceCrntSt; /getComparisonBasicPropertiesForProfitBurdenRate; /getComparisonBasicPropertiesForprofitCrntSt; /getComparisonStudentForPersonDataPurchasePrice; /getComparisonSchoolGroundsAndBdsEnsureRate; /getRegionalSchoolGroundsAndBdsEnsureRate; /getRegionalDormitoryAcceptanceCrntSt; /getRegionalLibraryBudgetCrntSt; /getRegionalBasicPropertiesForProfitBurdenRate; /getRegionalBasicPropertiesForprofitCrntSt; /getRegionalStudentForPersonDataPurchasePrice,2026-05-15,이용허락범위 제한 없음,공식 상세·Swagger 확인; 인증키 필요,"operations=12; daily_traffic=개발계정 : 1,000 / 운영계정 : 활용사례 등록시 신청하면 트래픽 증가 가능"
공공데이터포털 검색결과 Open API,15158955,한국대학교육협의회_대학 학과 정보_GW,한국대학교육협의회,Open API,https://www.data.go.kr/data/15158955/openapi.do,요청 파라미터 및 실제 응답으로 확인,학교/학과/지역 비교통계(기능별 상이),"cdid, cdnm, clgCd, clgNm, dghtDivCd, dghtDivNm, edcCrseLtrCtnt, edcGoalCtnt, edcGoalKwrdLtrCtnt, eschlPscpNum, grdtNum, kediMjrId, korMjrNm, korSchlNm, korSrsLclftNm, korSrsMclftNm, korSrsSclftNm, lsnTrmCd, lsnTrmNm, mjrAreaCd, mjrAreaNm, mjrAreaSignguNm, mjrId, mjrUpdtDtm, onsfSrsClftCd, onsfSrsClftNm, pbnfDgriCrseDivCd, pbnfDgriCrseDivNm, psbsDivCd, psbsDivNm, pwayEmplLtrCtnt, schlEstbDivCd, schlEstbDivNm, schlId, schlKndCd, schlKndNm, schlMjrCharCd, schlMjrCharNm, schlMjrId, schlMjrStatCd, schlMjrStatNm, srsLclftCd, srsMclftCd, srsSclftCd, svyYr",2,XML; https://apis.data.go.kr/B340014/BasicInformationService_1; /getCodeByLargeSeries; /getUniversityMajorCode; /getCodeByMiddleSeries; /getCodeBySeriesSystem; /getCodeByPrincipalSchoolBranchSchool; /getCodeByLessonTerm; /getCodeByDegreeCourse; /getCodeByDayAndNight; /getCodeByCollege; /getCodeByMajorStatus; /getCodeByMajorCharacter; /getCodeByOneselfSeries; /getCodeBySmallSeries,2026-05-04,이용허락범위 제한 없음,공식 상세·Swagger 확인; 인증키 필요,"operations=13; daily_traffic=개발계정 : 10,000 / 운영계정 : 활용사례 등록시 신청하면 트래픽 증가 가능"
공공데이터포털 검색결과 Open API,15158626,한국대학교육협의회_대학알리미 산학협력 현황_GW,한국대학교육협의회,Open API,https://www.data.go.kr/data/15158626/openapi.do,요청 파라미터 및 실제 응답으로 확인,학교/학과/지역 비교통계(기능별 상이),"indctId, indctVal1, indctVal10, indctVal11, indctVal12, indctVal13, indctVal14, indctVal15, indctVal16, indctVal17, indctVal18, indctVal19, indctVal2, indctVal20, indctVal21, indctVal22, indctVal23, indctVal24, indctVal25, indctVal3, indctVal4, indctVal5, indctVal6, indctVal7, indctVal8, indctVal9, indctYr, schlDivNm, schlEstbNm, schlId, schlKrnNm, svyYr",2,XML; https://apis.data.go.kr/B340014/IndustryAcademicCooperationService; /getCntrctmjrInstOperCstt; /getOrdmthEdcCrseInstOper; /getGrndsPrcOperCstt; /getCsptDsgnOperCstt; /getTcherStupSuptCstt; /getStdnStupSuptCstt; /getStupEdcSuptCstt,2026-04-28,이용허락범위 제한 없음,공식 상세·Swagger 확인; 인증키 필요,"operations=7; daily_traffic=개발계정 : 10,000 / 운영계정 : 활용사례 등록시 신청하면 트래픽 증가 가능"
공공데이터포털 검색결과 Open API,15158665,한국대학교육협의회_대학 및 전문대학정보_GW,한국대학교육협의회,Open API,https://www.data.go.kr/data/15158665/openapi.do,요청 파라미터 및 실제 응답으로 확인,학교/학과/지역 비교통계(기능별 상이),"lstUpdtDtm, pbnfAreaCd, pbnfAreaNm, postNo, postNoAdrs, psbsDivNm, schlDivNm, schlEngNm, schlEstbDivNm, schlEstbDt, schlId, schlKndNm, schlNm, schlRepFxNoCtnt, schlRepTpNoCtnt, schlUrlAdrs, svyYr",2,XML; https://apis.data.go.kr/B340014/SchoolInfoService; /getSchoolInfo,2026-04-29,이용허락범위 제한 없음,공식 상세·Swagger 확인; 인증키 필요,"operations=1; daily_traffic=개발계정 : 10,000 / 운영계정 : 활용사례 등록시 신청하면 트래픽 증가 가능"
